failed to get console mode for stdout: The handle is invalid.
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
c95b581408cb   proof-of-training-quality-node9-1    35.42%    92.38MiB / 7.702GiB   1.17%     6.52MB / 8.42MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    40.14%    92.57MiB / 7.702GiB   1.17%     8.18MB / 7.7MB    0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.71%    92.21MiB / 7.702GiB   1.17%     8MB / 7.7MB       0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    35.79%    93.43MiB / 7.702GiB   1.18%     7.89MB / 7.8MB    0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.12%    95.57MiB / 7.702GiB   1.21%     7.74MB / 7.6MB    0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    36.41%    92.62MiB / 7.702GiB   1.17%     8.4MB / 8.57MB    0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    39.41%    93.79MiB / 7.702GiB   1.19%     7.84MB / 9.02MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    52.04%    95.5MiB / 7.702GiB    1.21%     9.01MB / 6.79MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    34.24%    94.07MiB / 7.702GiB   1.19%     8.77MB / 7.66MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.77%    89.61MiB / 7.702GiB   1.14%     8.48MB / 9.47MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.85%    92.79MiB / 7.702GiB   1.18%     6.55MB / 8.73MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    42.57%    93.27MiB / 7.702GiB   1.18%     8.28MB / 8MB      0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    43.28%    92.65MiB / 7.702GiB   1.17%     8.12MB / 7.82MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.32%    94.38MiB / 7.702GiB   1.20%     7.99MB / 8.01MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    42.39%    95.96MiB / 7.702GiB   1.22%     7.85MB / 7.6MB    0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.16%    92.81MiB / 7.702GiB   1.18%     8.57MB / 8.62MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    39.17%    94.15MiB / 7.702GiB   1.19%     7.95MB / 9.09MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    34.99%    95.9MiB / 7.702GiB    1.22%     9.16MB / 6.84MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    35.98%    94.39MiB / 7.702GiB   1.20%     8.96MB / 7.71MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.77%    89.61MiB / 7.702GiB   1.14%     8.48MB / 9.47MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.85%    92.79MiB / 7.702GiB   1.18%     6.55MB / 8.73MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    42.57%    93.27MiB / 7.702GiB   1.18%     8.28MB / 8MB      0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    43.28%    92.65MiB / 7.702GiB   1.17%     8.12MB / 7.82MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.32%    94.38MiB / 7.702GiB   1.20%     7.99MB / 8.01MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    42.39%    95.96MiB / 7.702GiB   1.22%     7.85MB / 7.6MB    0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.16%    92.81MiB / 7.702GiB   1.18%     8.57MB / 8.62MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    39.17%    94.15MiB / 7.702GiB   1.19%     7.95MB / 9.09MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    34.99%    95.9MiB / 7.702GiB    1.22%     9.16MB / 6.84MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    35.98%    94.39MiB / 7.702GiB   1.20%     8.96MB / 7.71MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   35.05%    89.86MiB / 7.702GiB   1.14%     8.62MB / 9.72MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.74%    93.25MiB / 7.702GiB   1.18%     6.67MB / 9.44MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    44.47%    93.73MiB / 7.702GiB   1.19%     9.02MB / 8.06MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    45.68%    93.07MiB / 7.702GiB   1.18%     8.28MB / 8MB      0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    37.57%    95.55MiB / 7.702GiB   1.21%     8.7MB / 8.72MB    0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.85%    96.47MiB / 7.702GiB   1.22%     7.99MB / 7.68MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    44.47%    92.9MiB / 7.702GiB    1.18%     8.69MB / 8.88MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.12%    94.48MiB / 7.702GiB   1.20%     8.06MB / 9.4MB    0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.87%    96.39MiB / 7.702GiB   1.22%     9.37MB / 6.86MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    31.68%    94.74MiB / 7.702GiB   1.20%     9.16MB / 7.77MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   35.05%    89.86MiB / 7.702GiB   1.14%     8.62MB / 9.72MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.74%    93.25MiB / 7.702GiB   1.18%     6.67MB / 9.44MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    44.47%    93.73MiB / 7.702GiB   1.19%     9.02MB / 8.06MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    45.68%    93.07MiB / 7.702GiB   1.18%     8.28MB / 8MB      0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    37.57%    95.55MiB / 7.702GiB   1.21%     8.7MB / 8.72MB    0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.85%    96.47MiB / 7.702GiB   1.22%     7.99MB / 7.68MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    44.47%    92.9MiB / 7.702GiB    1.18%     8.69MB / 8.88MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.12%    94.48MiB / 7.702GiB   1.20%     8.06MB / 9.4MB    0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.87%    96.39MiB / 7.702GiB   1.22%     9.37MB / 6.86MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    31.68%    94.74MiB / 7.702GiB   1.20%     9.16MB / 7.77MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   37.39%    90.51MiB / 7.702GiB   1.15%     8.73MB / 10.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    36.33%    93.69MiB / 7.702GiB   1.19%     6.82MB / 9.63MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    45.03%    94.49MiB / 7.702GiB   1.20%     9.21MB / 8.79MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    44.14%    93.42MiB / 7.702GiB   1.18%     9.02MB / 8.02MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    36.54%    95.92MiB / 7.702GiB   1.22%     8.92MB / 8.81MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    38.48%    96.7MiB / 7.702GiB    1.23%     8.2MB / 7.72MB    0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.35%    93.21MiB / 7.702GiB   1.18%     8.79MB / 9.25MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    42.38%    94.84MiB / 7.702GiB   1.20%     8.18MB / 9.63MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    40.13%    96.86MiB / 7.702GiB   1.23%     9.61MB / 6.9MB    0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    38.30%    95.14MiB / 7.702GiB   1.21%     9.38MB / 7.85MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   37.39%    90.51MiB / 7.702GiB   1.15%     8.73MB / 10.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    36.33%    93.69MiB / 7.702GiB   1.19%     6.82MB / 9.63MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    45.03%    94.49MiB / 7.702GiB   1.20%     9.21MB / 8.79MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    44.14%    93.42MiB / 7.702GiB   1.18%     9.02MB / 8.02MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    36.54%    95.92MiB / 7.702GiB   1.22%     8.92MB / 8.81MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    38.48%    96.7MiB / 7.702GiB    1.23%     8.2MB / 7.72MB    0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.35%    93.21MiB / 7.702GiB   1.18%     8.79MB / 9.25MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    42.38%    94.84MiB / 7.702GiB   1.20%     8.18MB / 9.63MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    40.13%    96.86MiB / 7.702GiB   1.23%     9.61MB / 6.9MB    0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    38.30%    95.14MiB / 7.702GiB   1.21%     9.38MB / 7.85MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   40.01%    90.92MiB / 7.702GiB   1.15%     8.96MB / 10.4MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.21%    94.35MiB / 7.702GiB   1.20%     7.5MB / 10.3MB    0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    35.81%    94.73MiB / 7.702GiB   1.20%     9.45MB / 8.83MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.99%    93.74MiB / 7.702GiB   1.19%     9.25MB / 8.16MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    41.99%    97.05MiB / 7.702GiB   1.23%     9.17MB / 9.52MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    43.39%    97.06MiB / 7.702GiB   1.23%     8.32MB / 7.79MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.05%    93.52MiB / 7.702GiB   1.19%     8.98MB / 9.69MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.61%    95.23MiB / 7.702GiB   1.21%     8.36MB / 9.92MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.87%    97.1MiB / 7.702GiB    1.23%     9.89MB / 6.91MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    37.00%    95.34MiB / 7.702GiB   1.21%     9.64MB / 7.99MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   40.01%    90.92MiB / 7.702GiB   1.15%     8.96MB / 10.4MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.21%    94.35MiB / 7.702GiB   1.20%     7.5MB / 10.3MB    0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    35.81%    94.73MiB / 7.702GiB   1.20%     9.45MB / 8.83MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.99%    93.74MiB / 7.702GiB   1.19%     9.25MB / 8.16MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    41.99%    97.05MiB / 7.702GiB   1.23%     9.17MB / 9.52MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    43.39%    97.06MiB / 7.702GiB   1.23%     8.32MB / 7.79MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.05%    93.52MiB / 7.702GiB   1.19%     8.98MB / 9.69MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.61%    95.23MiB / 7.702GiB   1.21%     8.36MB / 9.92MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.87%    97.1MiB / 7.702GiB    1.23%     9.89MB / 6.91MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    37.00%    95.34MiB / 7.702GiB   1.21%     9.64MB / 7.99MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.42%    91.48MiB / 7.702GiB   1.16%     9.29MB / 10.7MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.20%    95.04MiB / 7.702GiB   1.21%     7.69MB / 11.5MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.62%    95.48MiB / 7.702GiB   1.21%     9.79MB / 9.1MB    0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.42%    94.57MiB / 7.702GiB   1.20%     9.57MB / 8.44MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.02%    97.64MiB / 7.702GiB   1.24%     9.56MB / 9.84MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.33%    97.55MiB / 7.702GiB   1.24%     9.09MB / 7.91MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    38.47%    94.2MiB / 7.702GiB    1.19%     9.32MB / 10MB     0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.90%    96MiB / 7.702GiB      1.22%     8.64MB / 10.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.26%    98.03MiB / 7.702GiB   1.24%     10.4MB / 6.99MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    43.54%    96.1MiB / 7.702GiB    1.22%     10.1MB / 8.36MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.42%    91.48MiB / 7.702GiB   1.16%     9.29MB / 10.7MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.20%    95.04MiB / 7.702GiB   1.21%     7.69MB / 11.5MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.62%    95.48MiB / 7.702GiB   1.21%     9.79MB / 9.1MB    0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.42%    94.57MiB / 7.702GiB   1.20%     9.57MB / 8.44MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.02%    97.64MiB / 7.702GiB   1.24%     9.56MB / 9.84MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.33%    97.55MiB / 7.702GiB   1.24%     9.09MB / 7.91MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    38.47%    94.2MiB / 7.702GiB    1.19%     9.32MB / 10MB     0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.90%    96MiB / 7.702GiB      1.22%     8.64MB / 10.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.26%    98.03MiB / 7.702GiB   1.24%     10.4MB / 6.99MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    43.54%    96.1MiB / 7.702GiB    1.22%     10.1MB / 8.36MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.56%    91.84MiB / 7.702GiB   1.16%     9.55MB / 11.5MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.37%    93.95MiB / 7.702GiB   1.19%     7.96MB / 12.3MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    41.40%    96.79MiB / 7.702GiB   1.23%     10.8MB / 9.58MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    35.06%    96.52MiB / 7.702GiB   1.22%     9.87MB / 8.94MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    34.48%    95.6MiB / 7.702GiB    1.21%     10.1MB / 10.7MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.54%    98.88MiB / 7.702GiB   1.25%     9.52MB / 8.18MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    45.27%    94.55MiB / 7.702GiB   1.20%     9.66MB / 10MB     0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    43.22%    95.46MiB / 7.702GiB   1.21%     8.91MB / 10.9MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    42.55%    97.63MiB / 7.702GiB   1.24%     11.3MB / 7.1MB    0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.97%    96.99MiB / 7.702GiB   1.23%     10.5MB / 8.88MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.56%    91.84MiB / 7.702GiB   1.16%     9.55MB / 11.5MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    34.37%    93.95MiB / 7.702GiB   1.19%     7.96MB / 12.3MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    41.40%    96.79MiB / 7.702GiB   1.23%     10.8MB / 9.58MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    35.06%    96.52MiB / 7.702GiB   1.22%     9.87MB / 8.94MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    34.48%    95.6MiB / 7.702GiB    1.21%     10.1MB / 10.7MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.54%    98.88MiB / 7.702GiB   1.25%     9.52MB / 8.18MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    45.27%    94.55MiB / 7.702GiB   1.20%     9.66MB / 10MB     0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    43.22%    95.46MiB / 7.702GiB   1.21%     8.91MB / 10.9MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    42.55%    97.63MiB / 7.702GiB   1.24%     11.3MB / 7.1MB    0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.97%    96.99MiB / 7.702GiB   1.23%     10.5MB / 8.88MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   34.97%    92.11MiB / 7.702GiB   1.17%     9.93MB / 11.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.88%    94.31MiB / 7.702GiB   1.20%     8.1MB / 13.1MB    0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    33.35%    97.88MiB / 7.702GiB   1.24%     11.2MB / 10MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    42.00%    97.55MiB / 7.702GiB   1.24%     10.1MB / 9.52MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.99%    96.34MiB / 7.702GiB   1.22%     10.5MB / 11.4MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    44.29%    99.94MiB / 7.702GiB   1.27%     9.89MB / 8.48MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    43.54%    95.42MiB / 7.702GiB   1.21%     10.5MB / 10.3MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    43.83%    96.18MiB / 7.702GiB   1.22%     9.19MB / 11.3MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    42.34%    99.09MiB / 7.702GiB   1.26%     11.8MB / 7.25MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    32.96%    96.79MiB / 7.702GiB   1.23%     10.9MB / 9.18MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   34.97%    92.11MiB / 7.702GiB   1.17%     9.93MB / 11.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.88%    94.31MiB / 7.702GiB   1.20%     8.1MB / 13.1MB    0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    33.35%    97.88MiB / 7.702GiB   1.24%     11.2MB / 10MB     0B / 0B     7
