failed to get console mode for stdout: The handle is invalid.
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
c1fba683b611   proof-of-training-quality-node2-1    43.73%    125.6MiB / 7.702GiB   1.59%     28.2MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.51%    117.1MiB / 7.702GiB   1.48%     24.3MB / 21MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.86%    105.1MiB / 7.702GiB   1.33%     28.2MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    41.29%    103MiB / 7.702GiB     1.31%     26.7MB / 27.7MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.11%    117.4MiB / 7.702GiB   1.49%     25.8MB / 26.9MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.76%    112.6MiB / 7.702GiB   1.43%     23.4MB / 24.1MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.58%    110.9MiB / 7.702GiB   1.41%     26MB / 26MB       0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    37.84%    114.9MiB / 7.702GiB   1.46%     24.1MB / 24.7MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.33%    112.9MiB / 7.702GiB   1.43%     25.4MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.41%    105.6MiB / 7.702GiB   1.34%     25.6MB / 29.5MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.83%    125.6MiB / 7.702GiB   1.59%     28.4MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    38.50%    117.2MiB / 7.702GiB   1.49%     24.4MB / 21MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.86%    105.1MiB / 7.702GiB   1.33%     28.2MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    41.29%    103MiB / 7.702GiB     1.31%     26.7MB / 27.7MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.11%    117.4MiB / 7.702GiB   1.49%     25.8MB / 26.9MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.76%    112.6MiB / 7.702GiB   1.43%     23.4MB / 24.1MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.58%    110.9MiB / 7.702GiB   1.41%     26MB / 26MB       0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    37.84%    114.9MiB / 7.702GiB   1.46%     24.1MB / 24.7MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.33%    112.9MiB / 7.702GiB   1.43%     25.4MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.41%    105.6MiB / 7.702GiB   1.34%     25.6MB / 29.5MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.83%    125.6MiB / 7.702GiB   1.59%     28.4MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    38.50%    117.2MiB / 7.702GiB   1.49%     24.4MB / 21MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   34.76%    105.1MiB / 7.702GiB   1.33%     28.4MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.52%    103MiB / 7.702GiB     1.31%     26.8MB / 27.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.93%    117.4MiB / 7.702GiB   1.49%     25.9MB / 27.2MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.83%    112.6MiB / 7.702GiB   1.43%     23.5MB / 24.1MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.00%    111.3MiB / 7.702GiB   1.41%     26.1MB / 26.5MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    36.38%    114.8MiB / 7.702GiB   1.46%     24.2MB / 24.7MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    49.66%    112.9MiB / 7.702GiB   1.43%     25.4MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.83%    105.6MiB / 7.702GiB   1.34%     25.8MB / 29.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    40.20%    125.6MiB / 7.702GiB   1.59%     28.5MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.32%    117.2MiB / 7.702GiB   1.49%     24.6MB / 21MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   34.76%    105.1MiB / 7.702GiB   1.33%     28.4MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.52%    103MiB / 7.702GiB     1.31%     26.8MB / 27.9MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.93%    117.4MiB / 7.702GiB   1.49%     25.9MB / 27.2MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.83%    112.6MiB / 7.702GiB   1.43%     23.5MB / 24.1MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.00%    111.3MiB / 7.702GiB   1.41%     26.1MB / 26.5MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    36.38%    114.8MiB / 7.702GiB   1.46%     24.2MB / 24.7MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    49.66%    112.9MiB / 7.702GiB   1.43%     25.4MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    40.83%    105.6MiB / 7.702GiB   1.34%     25.8MB / 29.6MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    40.20%    125.6MiB / 7.702GiB   1.59%     28.5MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.32%    117.2MiB / 7.702GiB   1.49%     24.6MB / 21MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   40.29%    105.2MiB / 7.702GiB   1.33%     28.6MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.92%    103MiB / 7.702GiB     1.31%     27MB / 28.3MB     0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    36.99%    117.4MiB / 7.702GiB   1.49%     26MB / 27.8MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.78%    112.6MiB / 7.702GiB   1.43%     23.6MB / 24.2MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.62%    111.8MiB / 7.702GiB   1.42%     26.3MB / 27.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    42.12%    114.8MiB / 7.702GiB   1.46%     24.3MB / 24.7MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    32.74%    113MiB / 7.702GiB     1.43%     25.5MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    37.92%    105.7MiB / 7.702GiB   1.34%     26MB / 29.6MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.51%    125.6MiB / 7.702GiB   1.59%     28.8MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.96%    117.3MiB / 7.702GiB   1.49%     24.8MB / 21MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   40.29%    105.2MiB / 7.702GiB   1.33%     28.6MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.92%    103MiB / 7.702GiB     1.31%     27MB / 28.3MB     0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    36.99%    117.4MiB / 7.702GiB   1.49%     26MB / 27.8MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.78%    112.6MiB / 7.702GiB   1.43%     23.6MB / 24.2MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.62%    111.8MiB / 7.702GiB   1.42%     26.3MB / 27.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    42.12%    114.8MiB / 7.702GiB   1.46%     24.3MB / 24.7MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    32.74%    113MiB / 7.702GiB     1.43%     25.5MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    37.92%    105.7MiB / 7.702GiB   1.34%     26MB / 29.6MB     0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.51%    125.6MiB / 7.702GiB   1.59%     28.8MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    40.96%    117.3MiB / 7.702GiB   1.49%     24.8MB / 21MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   44.55%    105.3MiB / 7.702GiB   1.34%     28.8MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    38.68%    103MiB / 7.702GiB     1.31%     27.1MB / 28.7MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    44.56%    117.4MiB / 7.702GiB   1.49%     26.1MB / 27.9MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    41.11%    112.7MiB / 7.702GiB   1.43%     23.7MB / 24.2MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    35.64%    111.9MiB / 7.702GiB   1.42%     26.4MB / 27.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.10%    115MiB / 7.702GiB     1.46%     24.4MB / 24.7MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    36.41%    113.1MiB / 7.702GiB   1.43%     25.6MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    32.06%    105.8MiB / 7.702GiB   1.34%     26.1MB / 30.1MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    36.86%    125.6MiB / 7.702GiB   1.59%     28.9MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.83%    117.5MiB / 7.702GiB   1.49%     24.9MB / 21.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   44.55%    105.3MiB / 7.702GiB   1.34%     28.8MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    38.68%    103MiB / 7.702GiB     1.31%     27.1MB / 28.7MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    44.56%    117.4MiB / 7.702GiB   1.49%     26.1MB / 27.9MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    41.11%    112.7MiB / 7.702GiB   1.43%     23.7MB / 24.2MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    35.64%    111.9MiB / 7.702GiB   1.42%     26.4MB / 27.1MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.10%    115MiB / 7.702GiB     1.46%     24.4MB / 24.7MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    36.41%    113.1MiB / 7.702GiB   1.43%     25.6MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    32.06%    105.8MiB / 7.702GiB   1.34%     26.1MB / 30.1MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    36.86%    125.6MiB / 7.702GiB   1.59%     28.9MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.83%    117.5MiB / 7.702GiB   1.49%     24.9MB / 21.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.89%    105.5MiB / 7.702GiB   1.34%     29.2MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    36.07%    103MiB / 7.702GiB     1.31%     27.2MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    38.42%    117.4MiB / 7.702GiB   1.49%     26.4MB / 27.9MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    37.40%    112.9MiB / 7.702GiB   1.43%     24MB / 24.2MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.03%    112.6MiB / 7.702GiB   1.43%     26.7MB / 27.9MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    43.11%    115.4MiB / 7.702GiB   1.46%     24.5MB / 25.3MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    36.02%    113.1MiB / 7.702GiB   1.43%     25.6MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    44.25%    105.9MiB / 7.702GiB   1.34%     26.4MB / 30.8MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    42.14%    125.6MiB / 7.702GiB   1.59%     29.2MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    39.91%    117.6MiB / 7.702GiB   1.49%     25.2MB / 21.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.89%    105.5MiB / 7.702GiB   1.34%     29.2MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    36.07%    103MiB / 7.702GiB     1.31%     27.2MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    38.42%    117.4MiB / 7.702GiB   1.49%     26.4MB / 27.9MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    37.40%    112.9MiB / 7.702GiB   1.43%     24MB / 24.2MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.03%    112.6MiB / 7.702GiB   1.43%     26.7MB / 27.9MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    43.11%    115.4MiB / 7.702GiB   1.46%     24.5MB / 25.3MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    36.02%    113.1MiB / 7.702GiB   1.43%     25.6MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    44.25%    105.9MiB / 7.702GiB   1.34%     26.4MB / 30.8MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    42.14%    125.6MiB / 7.702GiB   1.59%     29.2MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    39.91%    117.6MiB / 7.702GiB   1.49%     25.2MB / 21.2MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.48%    105.6MiB / 7.702GiB   1.34%     29.3MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.71%    103MiB / 7.702GiB     1.31%     27.3MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    33.07%    117.4MiB / 7.702GiB   1.49%     26.5MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.58%    113MiB / 7.702GiB     1.43%     24MB / 24.2MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.16%    112.7MiB / 7.702GiB   1.43%     26.8MB / 27.9MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.17%    115.9MiB / 7.702GiB   1.47%     24.6MB / 25.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    44.34%    113.1MiB / 7.702GiB   1.43%     25.7MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.97%    105.9MiB / 7.702GiB   1.34%     26.6MB / 30.8MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    38.35%    125.6MiB / 7.702GiB   1.59%     29.3MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    39.49%    117.8MiB / 7.702GiB   1.49%     25.2MB / 21.4MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.48%    105.6MiB / 7.702GiB   1.34%     29.3MB / 29.2MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.71%    103MiB / 7.702GiB     1.31%     27.3MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    33.07%    117.4MiB / 7.702GiB   1.49%     26.5MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    39.58%    113MiB / 7.702GiB     1.43%     24MB / 24.2MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    40.16%    112.7MiB / 7.702GiB   1.43%     26.8MB / 27.9MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    39.17%    115.9MiB / 7.702GiB   1.47%     24.6MB / 25.5MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    44.34%    113.1MiB / 7.702GiB   1.43%     25.7MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    41.97%    105.9MiB / 7.702GiB   1.34%     26.6MB / 30.8MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    38.35%    125.6MiB / 7.702GiB   1.59%     29.3MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    39.49%    117.8MiB / 7.702GiB   1.49%     25.2MB / 21.4MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.94%    105.7MiB / 7.702GiB   1.34%     29.5MB / 29.3MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.83%    103MiB / 7.702GiB     1.31%     27.3MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    35.53%    117.4MiB / 7.702GiB   1.49%     26.6MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    36.57%    113.2MiB / 7.702GiB   1.43%     24MB / 24.3MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    34.79%    112.8MiB / 7.702GiB   1.43%     26.9MB / 27.9MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    33.75%    116.3MiB / 7.702GiB   1.47%     24.6MB / 25.8MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.73%    113.3MiB / 7.702GiB   1.44%     25.8MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    57.23%    106.3MiB / 7.702GiB   1.35%     26.7MB / 31.1MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    38.23%    125.6MiB / 7.702GiB   1.59%     29.4MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.53%    118.2MiB / 7.702GiB   1.50%     25.2MB / 21.6MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   39.94%    105.7MiB / 7.702GiB   1.34%     29.5MB / 29.3MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    37.83%    103MiB / 7.702GiB     1.31%     27.3MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    35.53%    117.4MiB / 7.702GiB   1.49%     26.6MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    36.57%    113.2MiB / 7.702GiB   1.43%     24MB / 24.3MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    34.79%    112.8MiB / 7.702GiB   1.43%     26.9MB / 27.9MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    33.75%    116.3MiB / 7.702GiB   1.47%     24.6MB / 25.8MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.73%    113.3MiB / 7.702GiB   1.44%     25.8MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    57.23%    106.3MiB / 7.702GiB   1.35%     26.7MB / 31.1MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    38.23%    125.6MiB / 7.702GiB   1.59%     29.4MB / 24.8MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.53%    118.2MiB / 7.702GiB   1.50%     25.2MB / 21.6MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   35.81%    105.9MiB / 7.702GiB   1.34%     29.7MB / 29.3MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.43%    103MiB / 7.702GiB     1.31%     27.3MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    38.68%    117.4MiB / 7.702GiB   1.49%     26.7MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    34.35%    113.4MiB / 7.702GiB   1.44%     24MB / 24.3MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.00%    112.8MiB / 7.702GiB   1.43%     27MB / 27.9MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    32.55%    117.2MiB / 7.702GiB   1.49%     24.7MB / 26.2MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    48.63%    113.2MiB / 7.702GiB   1.44%     25.9MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    36.41%    106.3MiB / 7.702GiB   1.35%     26.9MB / 31.1MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.83%    125.7MiB / 7.702GiB   1.59%     29.5MB / 24.9MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    45.97%    118.7MiB / 7.702GiB   1.50%     25.2MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   35.81%    105.9MiB / 7.702GiB   1.34%     29.7MB / 29.3MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.43%    103MiB / 7.702GiB     1.31%     27.3MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    38.68%    117.4MiB / 7.702GiB   1.49%     26.7MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    34.35%    113.4MiB / 7.702GiB   1.44%     24MB / 24.3MB     0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.00%    112.8MiB / 7.702GiB   1.43%     27MB / 27.9MB     0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    32.55%    117.2MiB / 7.702GiB   1.49%     24.7MB / 26.2MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    48.63%    113.2MiB / 7.702GiB   1.44%     25.9MB / 24.1MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    36.41%    106.3MiB / 7.702GiB   1.35%     26.9MB / 31.1MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    39.83%    125.7MiB / 7.702GiB   1.59%     29.5MB / 24.9MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    45.97%    118.7MiB / 7.702GiB   1.50%     25.2MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   41.91%    106.2MiB / 7.702GiB   1.35%     29.8MB / 29.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.21%    103MiB / 7.702GiB     1.31%     27.5MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    42.09%    117.4MiB / 7.702GiB   1.49%     26.8MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    41.95%    113.5MiB / 7.702GiB   1.44%     24.1MB / 24.3MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    32.99%    112.9MiB / 7.702GiB   1.43%     27.1MB / 27.9MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    35.73%    117.4MiB / 7.702GiB   1.49%     24.8MB / 26.3MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    35.64%    113.3MiB / 7.702GiB   1.44%     26MB / 24.1MB     0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    42.09%    106.3MiB / 7.702GiB   1.35%     27.1MB / 31.1MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    43.88%    125.9MiB / 7.702GiB   1.60%     29.6MB / 25.4MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    41.44%    118.8MiB / 7.702GiB   1.51%     25.3MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   41.91%    106.2MiB / 7.702GiB   1.35%     29.8MB / 29.6MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.21%    103MiB / 7.702GiB     1.31%     27.5MB / 29.1MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    42.09%    117.4MiB / 7.702GiB   1.49%     26.8MB / 28MB     0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    41.95%    113.5MiB / 7.702GiB   1.44%     24.1MB / 24.3MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    32.99%    112.9MiB / 7.702GiB   1.43%     27.1MB / 27.9MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    35.73%    117.4MiB / 7.702GiB   1.49%     24.8MB / 26.3MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    35.64%    113.3MiB / 7.702GiB   1.44%     26MB / 24.1MB     0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    42.09%    106.3MiB / 7.702GiB   1.35%     27.1MB / 31.1MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    43.88%    125.9MiB / 7.702GiB   1.60%     29.6MB / 25.4MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    41.44%    118.8MiB / 7.702GiB   1.51%     25.3MB / 22MB     0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
